product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0004303,Product 4303,Description of Product 4303,335.99,Furniture,1004,1005,Color:Brown;Size:S;Material:Steel,Samsung,Furniture;Electronics
P0004304,Product 4304,Description of Product 4304,215.96,Books,1006,1005,Color:Brown;Size:L,Samsung,Living Room;Electronics
P0004305,Product 4305,Description of Product 4305,597.28,Books,1006,1004,Color:White;Size:L,Philips,Utensils;Smartphones
P0004306,Product 4306,Description of Product 4306,644.21,Books,1006,,Color:White;Size:S,Panasonic,Living Room;Utensils
P0004307,Product 4307,Description of Product 4307,682.84,Furniture,1004,1002,Color:Red;Size:L;Material:Steel,LG,Gadgets;Kitchen
P0004308,Product 4308,Description of Product 4308,966.96,Kitchen,1003,1001,Color:White;Size:S;Material:Steel,Sony,Electronics;Utensils
P0004309,Product 4309,Description of Product 4309,140.39,Kitchen,1003,1004,Color:Black;Size:S;Material:Plastic,Philips,Furniture;Electronics
P0004310,Product 4310,Description of Product 4310,366.73,Kitchen,1003,1005,Color:Black;Size:L;Material:Wood,LG,Kitchen;Gadgets
P0004311,Product 4311,Description of Product 4311,313.61,Kitchen,1003,1004,Color:Red;Size:L;Material:Steel,LG,Smartphones;Furniture
P0004312,Product 4312,Description of Product 4312,598.96,Books,1006,1004,Color:Black;Size:XL,Sony,Kitchen;Smartphones
P0004313,Product 4313,Description of Product 4313,905.5,Electronics,1001,1002,Color:Black;Size:S,Panasonic,Home;Furniture
P0004314,Product 4314,Description of Product 4314,873.41,Electronics,1001,1002,Color:Brown;Size:XL,Philips,Electronics;Home
P0004315,Product 4315,Description of Product 4315,634.77,Kitchen,1003,1005,Color:Red;Size:XL;Material:Plastic,Ikea,Furniture;Kitchen
P0004316,Product 4316,Description of Product 4316,360.9,Home Appliances,1002,1005,Color:Black;Size:M;Voltage:220V,Ikea,Gadgets;Smartphones
P0004317,Product 4317,Description of Product 4317,23.81,Kitchen,1003,1002,Color:Blue;Size:M;Material:Plastic,Ikea,Smartphones;Home
P0004318,Product 4318,Description of Product 4318,754.32,Toys,1005,1001,Color:Brown;Size:XL,Panasonic,Electronics;Utensils
P0004319,Product 4319,Description of Product 4319,898.12,Electronics,1001,1004,Color:Blue;Size:L,Sony,Home;Utensils
P0004320,Product 4320,Description of Product 4320,575.31,Home Appliances,1002,1004,Color:Red;Size:S;Voltage:220V,Sony,Kitchen;Electronics
P0004321,Product 4321,Description of Product 4321,258.32,Kitchen,1003,,Color:Blue;Size:L;Material:Plastic,LG,Kitchen;Gadgets
P0004322,Product 4322,Description of Product 4322,349.25,Kitchen,1003,1005,Color:Blue;Size:L;Material:Steel,Philips,Utensils;Gadgets
P0004323,Product 4323,Description of Product 4323,614.85,Home Appliances,1002,1003,Color:Blue;Size:S;Voltage:220V,Philips,Gadgets;Home
P0004324,Product 4324,Description of Product 4324,552.61,Kitchen,1003,,Color:Red;Size:S;Material:Plastic,Ikea,Electronics;Home
P0004325,Product 4325,Description of Product 4325,775.03,Electronics,1001,1003,Color:Black;Size:S,Panasonic,Electronics;Gadgets
P0004326,Product 4326,Description of Product 4326,857.82,Furniture,1004,1001,Color:White;Size:M;Material:Steel,Philips,Gadgets;Electronics
P0004327,Product 4327,Description of Product 4327,519.58,Home Appliances,1002,1002,Color:Blue;Size:XL;Voltage:110V,Sony,Living Room;Furniture
P0004328,Product 4328,Description of Product 4328,124.67,Books,1006,,Color:Red;Size:M,Samsung,Kitchen;Smartphones
P0004329,Product 4329,Description of Product 4329,265.33,Home Appliances,1002,1003,Color:White;Size:S;Voltage:220V,Sony,Furniture;Utensils
P0004330,Product 4330,Description of Product 4330,504.65,Toys,1005,,Color:Red;Size:S,LG,Home;Living Room
P0004331,Product 4331,Description of Product 4331,50.2,Toys,1005,1002,Color:Black;Size:L,LG,Kitchen;Living Room
P0004332,Product 4332,Description of Product 4332,773.59,Home Appliances,1002,1001,Color:White;Size:XL;Voltage:220V,LG,Gadgets;Living Room
P0004333,Product 4333,Description of Product 4333,445.95,Kitchen,1003,1002,Color:White;Size:L;Material:Steel,Philips,Kitchen;Furniture
P0004334,Product 4334,Description of Product 4334,640.83,Home Appliances,1002,1001,Color:Red;Size:M;Voltage:220V,Philips,Living Room;Kitchen
P0004335,Product 4335,Description of Product 4335,12.93,Home Appliances,1002,,Color:Brown;Size:S;Voltage:220V,LG,Furniture;Smartphones
P0004336,Product 4336,Description of Product 4336,58.64,Toys,1005,1001,Color:Brown;Size:XL,Philips,Furniture;Living Room
P0004337,Product 4337,Description of Product 4337,132.29,Books,1006,,Color:Black;Size:M,Philips,Utensils;Electronics
P0004338,Product 4338,Description of Product 4338,220.0,Electronics,1001,1004,Color:Blue;Size:M,LG,Utensils;Smartphones
P0004339,Product 4339,Description of Product 4339,570.85,Kitchen,1003,1002,Color:Black;Size:L;Material:Wood,Sony,Living Room;Kitchen
P0004340,Product 4340,Description of Product 4340,278.26,Furniture,1004,1005,Color:Brown;Size:M;Material:Plastic,Ikea,Electronics;Gadgets
P0004341,Product 4341,Description of Product 4341,653.57,Home Appliances,1002,1002,Color:Black;Size:S;Voltage:110V,Panasonic,Electronics;Living Room
P0004342,Product 4342,Description of Product 4342,16.36,Home Appliances,1002,1001,Color:Red;Size:S;Voltage:110V,Sony,Furniture;Living Room
P0004343,Product 4343,Description of Product 4343,102.77,Kitchen,1003,,Color:Brown;Size:M;Material:Plastic,Sony,Kitchen;Utensils
P0004344,Product 4344,Description of Product 4344,234.8,Electronics,1001,,Color:Blue;Size:XL,LG,Living Room;Kitchen
P0004345,Product 4345,Description of Product 4345,908.08,Electronics,1001,1003,Color:Blue;Size:S,Sony,Furniture;Smartphones
P0004346,Product 4346,Description of Product 4346,240.38,Electronics,1001,1004,Color:White;Size:S,Sony,Gadgets;Smartphones
P0004347,Product 4347,Description of Product 4347,762.82,Toys,1005,1005,Color:Red;Size:XL,LG,Home;Gadgets
P0004348,Product 4348,Description of Product 4348,543.0,Toys,1005,,Color:White;Size:L,Samsung,Kitchen;Utensils
P0004349,Product 4349,Description of Product 4349,292.19,Furniture,1004,1004,Color:Blue;Size:S;Material:Plastic,LG,Gadgets;Home
P0004350,Product 4350,Description of Product 4350,101.05,Electronics,1001,1005,Color:Red;Size:M,Panasonic,Electronics;Kitchen
P0004351,Product 4351,Description of Product 4351,208.03,Electronics,1001,1004,Color:Black;Size:S,Sony,Gadgets;Electronics
P0004352,Product 4352,Description of Product 4352,35.91,Home Appliances,1002,1004,Color:White;Size:XL;Voltage:110V,Ikea,Utensils;Smartphones
P0004353,Product 4353,Description of Product 4353,298.51,Toys,1005,1001,Color:Brown;Size:S,Sony,Smartphones;Kitchen
P0004354,Product 4354,Description of Product 4354,539.19,Home Appliances,1002,1003,Color:Black;Size:M;Voltage:220V,LG,Living Room;Kitchen
P0004355,Product 4355,Description of Product 4355,307.18,Home Appliances,1002,,Color:Black;Size:L;Voltage:110V,Philips,Electronics;Utensils
P0004356,Product 4356,Description of Product 4356,292.64,Kitchen,1003,1002,Color:Blue;Size:L;Material:Wood,Philips,Gadgets;Living Room
P0004357,Product 4357,Description of Product 4357,490.27,Home Appliances,1002,1002,Color:Black;Size:S;Voltage:110V,Sony,Home;Gadgets
P0004358,Product 4358,Description of Product 4358,511.2,Home Appliances,1002,1005,Color:Black;Size:XL;Voltage:220V,Sony,Kitchen;Home
P0004359,Product 4359,Description of Product 4359,985.9,Home Appliances,1002,1002,Color:Red;Size:M;Voltage:110V,Panasonic,Electronics;Kitchen
P0004360,Product 4360,Description of Product 4360,660.94,Toys,1005,1001,Color:Blue;Size:S,Samsung,Home;Kitchen
P0004361,Product 4361,Description of Product 4361,651.45,Toys,1005,1002,Color:Black;Size:L,Panasonic,Furniture;Utensils
P0004362,Product 4362,Description of Product 4362,950.58,Electronics,1001,1001,Color:Red;Size:S,Sony,Kitchen;Electronics
P0004363,Product 4363,Description of Product 4363,233.83,Electronics,1001,1005,Color:Blue;Size:XL,Ikea,Smartphones;Furniture
P0004364,Product 4364,Description of Product 4364,185.79,Furniture,1004,,Color:Black;Size:M;Material:Plastic,Sony,Gadgets;Utensils
P0004365,Product 4365,Description of Product 4365,820.24,Home Appliances,1002,1002,Color:Blue;Size:XL;Voltage:110V,Sony,Utensils;Smartphones
P0004366,Product 4366,Description of Product 4366,133.38,Kitchen,1003,1004,Color:Black;Size:S;Material:Steel,Samsung,Electronics;Gadgets
P0004367,Product 4367,Description of Product 4367,848.39,Toys,1005,1005,Color:Black;Size:XL,Ikea,Furniture;Gadgets
P0004368,Product 4368,Description of Product 4368,496.18,Books,1006,1003,Color:Red;Size:M,Sony,Home;Furniture
P0004369,Product 4369,Description of Product 4369,671.61,Kitchen,1003,1005,Color:Black;Size:M;Material:Plastic,Panasonic,Furniture;Home
P0004370,Product 4370,Description of Product 4370,927.66,Toys,1005,1002,Color:Brown;Size:S,Panasonic,Smartphones;Gadgets
P0004371,Product 4371,Description of Product 4371,599.7,Home Appliances,1002,1001,Color:Blue;Size:L;Voltage:110V,LG,Furniture;Electronics
P0004372,Product 4372,Description of Product 4372,177.68,Electronics,1001,1005,Color:White;Size:S,Philips,Electronics;Living Room
P0004373,Product 4373,Description of Product 4373,509.21,Electronics,1001,1002,Color:White;Size:XL,Ikea,Living Room;Utensils
P0004374,Product 4374,Description of Product 4374,276.17,Furniture,1004,1002,Color:Red;Size:S;Material:Wood,Samsung,Smartphones;Furniture
P0004375,Product 4375,Description of Product 4375,126.4,Home Appliances,1002,1003,Color:Brown;Size:L;Voltage:110V,Sony,Living Room;Furniture
P0004376,Product 4376,Description of Product 4376,13.43,Kitchen,1003,,Color:White;Size:L;Material:Steel,Samsung,Smartphones;Home
P0004377,Product 4377,Description of Product 4377,469.54,Books,1006,1005,Color:Red;Size:L,Samsung,Kitchen;Electronics
P0004378,Product 4378,Description of Product 4378,484.91,Furniture,1004,,Color:Red;Size:M;Material:Wood,LG,Home;Living Room
P0004379,Product 4379,Description of Product 4379,543.33,Kitchen,1003,1003,Color:Black;Size:M;Material:Plastic,Samsung,Furniture;Electronics
P0004380,Product 4380,Description of Product 4380,198.84,Electronics,1001,1003,Color:Brown;Size:M,Philips,Living Room;Gadgets
P0004381,Product 4381,Description of Product 4381,429.65,Electronics,1001,1001,Color:White;Size:S,LG,Furniture;Home
P0004382,Product 4382,Description of Product 4382,158.39,Books,1006,1001,Color:Black;Size:S,LG,Electronics;Utensils
P0004383,Product 4383,Description of Product 4383,687.47,Kitchen,1003,1004,Color:Red;Size:L;Material:Steel,LG,Furniture;Living Room
P0004384,Product 4384,Description of Product 4384,588.75,Furniture,1004,,Color:White;Size:M;Material:Wood,Samsung,Kitchen;Home
P0004385,Product 4385,Description of Product 4385,594.12,Electronics,1001,1001,Color:Blue;Size:L,Sony,Smartphones;Utensils
P0004386,Product 4386,Description of Product 4386,381.81,Furniture,1004,1004,Color:White;Size:M;Material:Steel,Samsung,Living Room;Utensils
P0004387,Product 4387,Description of Product 4387,946.01,Electronics,1001,1004,Color:Blue;Size:M,Samsung,Living Room;Kitchen
P0004388,Product 4388,Description of Product 4388,231.53,Home Appliances,1002,1002,Color:Blue;Size:S;Voltage:110V,Philips,Smartphones;Gadgets
P0004389,Product 4389,Description of Product 4389,120.34,Electronics,1001,1004,Color:White;Size:L,Sony,Kitchen;Electronics
P0004390,Product 4390,Description of Product 4390,110.45,Electronics,1001,,Color:Brown;Size:M,Panasonic,Electronics;Furniture
P0004391,Product 4391,Description of Product 4391,388.57,Furniture,1004,1004,Color:White;Size:XL;Material:Plastic,Sony,Living Room;Kitchen
P0004392,Product 4392,Description of Product 4392,319.51,Kitchen,1003,1001,Color:Brown;Size:L;Material:Plastic,LG,Smartphones;Electronics
P0004393,Product 4393,Description of Product 4393,274.32,Home Appliances,1002,1002,Color:Brown;Size:L;Voltage:110V,Ikea,Electronics;Home
P0004394,Product 4394,Description of Product 4394,18.09,Books,1006,1005,Color:Black;Size:L,Panasonic,Furniture;Smartphones
P0004395,Product 4395,Description of Product 4395,108.5,Kitchen,1003,1003,Color:Brown;Size:XL;Material:Wood,Sony,Smartphones;Utensils
P0004396,Product 4396,Description of Product 4396,678.96,Toys,1005,1005,Color:Brown;Size:M,Samsung,Smartphones;Living Room
P0004397,Product 4397,Description of Product 4397,907.58,Kitchen,1003,1001,Color:Black;Size:XL;Material:Wood,Philips,Utensils;Living Room
P0004398,Product 4398,Description of Product 4398,55.53,Books,1006,1003,Color:Red;Size:L,LG,Living Room;Home
P0004399,Product 4399,Description of Product 4399,764.31,Electronics,1001,,Color:Black;Size:L,Samsung,Furniture;Kitchen
P0004400,Product 4400,Description of Product 4400,535.76,Books,1006,1005,Color:White;Size:L,Sony,Utensils;Gadgets
P0004401,Product 4401,Description of Product 4401,33.97,Toys,1005,1001,Color:Brown;Size:L,Ikea,Electronics;Gadgets
P0004402,Product 4402,Description of Product 4402,770.79,Kitchen,1003,1001,Color:Brown;Size:L;Material:Plastic,LG,Kitchen;Electronics
P0004403,Product 4403,Description of Product 4403,351.42,Electronics,1001,1002,Color:Red;Size:S,Sony,Furniture;Smartphones
P0004404,Product 4404,Description of Product 4404,261.48,Electronics,1001,1004,Color:Brown;Size:S,Philips,Gadgets;Kitchen
P0004405,Product 4405,Description of Product 4405,319.9,Home Appliances,1002,1001,Color:Black;Size:L;Voltage:220V,Samsung,Furniture;Electronics
P0004406,Product 4406,Description of Product 4406,495.63,Toys,1005,1003,Color:Red;Size:XL,Samsung,Furniture;Home
P0004407,Product 4407,Description of Product 4407,479.26,Home Appliances,1002,1001,Color:Red;Size:S;Voltage:220V,Panasonic,Electronics;Home
P0004408,Product 4408,Description of Product 4408,817.31,Books,1006,1004,Color:Red;Size:M,Philips,Gadgets;Home
P0004409,Product 4409,Description of Product 4409,499.41,Toys,1005,1005,Color:Red;Size:S,Panasonic,Utensils;Home
P0004410,Product 4410,Description of Product 4410,224.8,Electronics,1001,1004,Color:Red;Size:L,Philips,Smartphones;Kitchen
P0004411,Product 4411,Description of Product 4411,134.12,Kitchen,1003,1001,Color:White;Size:M;Material:Wood,Panasonic,Gadgets;Kitchen
P0004412,Product 4412,Description of Product 4412,924.47,Electronics,1001,1002,Color:Blue;Size:S,Samsung,Utensils;Gadgets
P0004413,Product 4413,Description of Product 4413,803.46,Toys,1005,1005,Color:Brown;Size:S,Philips,Kitchen;Smartphones
P0004414,Product 4414,Description of Product 4414,865.49,Toys,1005,,Color:Brown;Size:XL,Panasonic,Electronics;Kitchen
P0004415,Product 4415,Description of Product 4415,450.6,Books,1006,1001,Color:Brown;Size:S,Sony,Utensils;Electronics
P0004416,Product 4416,Description of Product 4416,440.7,Kitchen,1003,1003,Color:Brown;Size:L;Material:Wood,Sony,Home;Furniture
P0004417,Product 4417,Description of Product 4417,531.57,Furniture,1004,1004,Color:Brown;Size:L;Material:Wood,LG,Living Room;Kitchen
P0004418,Product 4418,Description of Product 4418,421.8,Kitchen,1003,1005,Color:White;Size:M;Material:Plastic,Ikea,Gadgets;Electronics
P0004419,Product 4419,Description of Product 4419,127.53,Furniture,1004,1002,Color:White;Size:M;Material:Plastic,Sony,Utensils;Kitchen
P0004420,Product 4420,Description of Product 4420,314.47,Furniture,1004,,Color:Brown;Size:S;Material:Steel,Ikea,Smartphones;Utensils
P0004421,Product 4421,Description of Product 4421,777.92,Furniture,1004,1002,Color:Red;Size:L;Material:Wood,Sony,Electronics;Kitchen
P0004422,Product 4422,Description of Product 4422,924.52,Home Appliances,1002,,Color:Black;Size:XL;Voltage:220V,Samsung,Electronics;Kitchen
P0004423,Product 4423,Description of Product 4423,133.95,Kitchen,1003,1005,Color:Black;Size:XL;Material:Plastic,Samsung,Utensils;Kitchen
P0004424,Product 4424,Description of Product 4424,618.06,Furniture,1004,1001,Color:Black;Size:L;Material:Wood,Philips,Gadgets;Furniture
P0004425,Product 4425,Description of Product 4425,674.29,Kitchen,1003,1002,Color:Brown;Size:L;Material:Steel,Panasonic,Furniture;Electronics
P0004426,Product 4426,Description of Product 4426,395.45,Kitchen,1003,1003,Color:Black;Size:XL;Material:Plastic,LG,Smartphones;Living Room
P0004427,Product 4427,Description of Product 4427,755.15,Kitchen,1003,1005,Color:White;Size:XL;Material:Steel,Philips,Electronics;Kitchen
P0004428,Product 4428,Description of Product 4428,604.86,Electronics,1001,1004,Color:Brown;Size:M,Samsung,Home;Furniture
P0004429,Product 4429,Description of Product 4429,59.31,Kitchen,1003,,Color:Red;Size:XL;Material:Plastic,LG,Electronics;Living Room
P0004430,Product 4430,Description of Product 4430,559.63,Home Appliances,1002,1002,Color:Brown;Size:S;Voltage:220V,Sony,Utensils;Kitchen
P0004431,Product 4431,Description of Product 4431,961.11,Furniture,1004,1003,Color:Blue;Size:XL;Material:Plastic,Sony,Electronics;Utensils
P0004432,Product 4432,Description of Product 4432,19.62,Electronics,1001,1002,Color:Blue;Size:XL,Samsung,Living Room;Gadgets
P0004433,Product 4433,Description of Product 4433,269.38,Home Appliances,1002,1004,Color:Brown;Size:S;Voltage:220V,Panasonic,Electronics;Furniture
P0004434,Product 4434,Description of Product 4434,255.48,Kitchen,1003,1005,Color:Brown;Size:L;Material:Plastic,LG,Living Room;Furniture
P0004435,Product 4435,Description of Product 4435,787.29,Books,1006,,Color:White;Size:S,Sony,Gadgets;Utensils
P0004436,Product 4436,Description of Product 4436,435.13,Books,1006,1005,Color:White;Size:M,Samsung,Living Room;Furniture
P0004437,Product 4437,Description of Product 4437,33.68,Books,1006,1001,Color:Black;Size:L,Panasonic,Smartphones;Home
P0004438,Product 4438,Description of Product 4438,868.29,Home Appliances,1002,1002,Color:Black;Size:XL;Voltage:110V,Panasonic,Utensils;Furniture
P0004439,Product 4439,Description of Product 4439,530.29,Furniture,1004,1003,Color:Red;Size:M;Material:Wood,Samsung,Gadgets;Living Room
P0004440,Product 4440,Description of Product 4440,302.83,Books,1006,1004,Color:Red;Size:L,Sony,Home;Kitchen
P0004441,Product 4441,Description of Product 4441,800.71,Books,1006,1001,Color:Brown;Size:XL,Ikea,Living Room;Home
P0004442,Product 4442,Description of Product 4442,726.7,Furniture,1004,1005,Color:White;Size:L;Material:Wood,Samsung,Electronics;Home
P0004443,Product 4443,Description of Product 4443,92.12,Furniture,1004,1005,Color:Black;Size:M;Material:Wood,Ikea,Electronics;Gadgets
P0004444,Product 4444,Description of Product 4444,820.67,Toys,1005,1003,Color:Brown;Size:M,Samsung,Utensils;Home
P0004445,Product 4445,Description of Product 4445,994.99,Home Appliances,1002,,Color:Brown;Size:S;Voltage:110V,Sony,Furniture;Utensils
P0004446,Product 4446,Description of Product 4446,292.67,Books,1006,,Color:Brown;Size:XL,Ikea,Home;Smartphones
P0004447,Product 4447,Description of Product 4447,354.75,Home Appliances,1002,1002,Color:Blue;Size:L;Voltage:220V,Ikea,Living Room;Smartphones
P0004448,Product 4448,Description of Product 4448,227.52,Toys,1005,1003,Color:Red;Size:XL,Ikea,Kitchen;Home
P0004449,Product 4449,Description of Product 4449,572.74,Home Appliances,1002,1003,Color:White;Size:L;Voltage:220V,Ikea,Furniture;Kitchen
P0004450,Product 4450,Description of Product 4450,707.39,Toys,1005,1005,Color:Brown;Size:L,LG,Living Room;Smartphones
P0004451,Product 4451,Description of Product 4451,342.39,Home Appliances,1002,1004,Color:Red;Size:XL;Voltage:110V,Panasonic,Living Room;Utensils
P0004452,Product 4452,Description of Product 4452,874.76,Furniture,1004,1004,Color:Red;Size:XL;Material:Wood,Samsung,Smartphones;Electronics
P0004453,Product 4453,Description of Product 4453,546.76,Electronics,1001,1003,Color:Red;Size:L,Philips,Electronics;Furniture
P0004454,Product 4454,Description of Product 4454,590.78,Home Appliances,1002,1003,Color:Brown;Size:M;Voltage:110V,Samsung,Gadgets;Home
P0004455,Product 4455,Description of Product 4455,626.8,Home Appliances,1002,1002,Color:White;Size:L;Voltage:220V,LG,Furniture;Home
P0004456,Product 4456,Description of Product 4456,512.06,Home Appliances,1002,1001,Color:Blue;Size:XL;Voltage:110V,Panasonic,Living Room;Furniture
P0004457,Product 4457,Description of Product 4457,531.15,Furniture,1004,1002,Color:Black;Size:L;Material:Steel,Sony,Utensils;Living Room
P0004458,Product 4458,Description of Product 4458,784.35,Furniture,1004,1001,Color:Blue;Size:XL;Material:Plastic,Samsung,Smartphones;Living Room
P0004459,Product 4459,Description of Product 4459,480.98,Toys,1005,1003,Color:Red;Size:L,Panasonic,Smartphones;Gadgets
P0004460,Product 4460,Description of Product 4460,820.36,Kitchen,1003,1003,Color:White;Size:M;Material:Plastic,Ikea,Smartphones;Furniture
P0004461,Product 4461,Description of Product 4461,466.89,Toys,1005,1002,Color:White;Size:XL,Samsung,Living Room;Home
P0004462,Product 4462,Description of Product 4462,397.28,Electronics,1001,1004,Color:White;Size:L,Samsung,Furniture;Electronics
P0004463,Product 4463,Description of Product 4463,91.54,Books,1006,1003,Color:Red;Size:L,LG,Electronics;Smartphones
P0004464,Product 4464,Description of Product 4464,505.37,Electronics,1001,1005,Color:Black;Size:S,Samsung,Gadgets;Utensils
P0004465,Product 4465,Description of Product 4465,907.93,Electronics,1001,1002,Color:Red;Size:M,Samsung,Kitchen;Living Room
P0004466,Product 4466,Description of Product 4466,13.68,Home Appliances,1002,,Color:Brown;Size:M;Voltage:110V,Ikea,Living Room;Gadgets
P0004467,Product 4467,Description of Product 4467,995.7,Toys,1005,,Color:Red;Size:L,Philips,Utensils;Gadgets
P0004468,Product 4468,Description of Product 4468,51.58,Books,1006,1002,Color:White;Size:S,Panasonic,Gadgets;Utensils
P0004469,Product 4469,Description of Product 4469,528.48,Kitchen,1003,,Color:Blue;Size:S;Material:Steel,Sony,Electronics;Utensils
P0004470,Product 4470,Description of Product 4470,859.33,Electronics,1001,1002,Color:Brown;Size:L,Panasonic,Gadgets;Living Room
P0004471,Product 4471,Description of Product 4471,95.98,Furniture,1004,1003,Color:Red;Size:XL;Material:Wood,Ikea,Furniture;Living Room
P0004472,Product 4472,Description of Product 4472,23.85,Home Appliances,1002,1005,Color:Red;Size:L;Voltage:220V,Sony,Utensils;Electronics
P0004473,Product 4473,Description of Product 4473,82.36,Furniture,1004,1003,Color:Brown;Size:M;Material:Plastic,Samsung,Gadgets;Utensils
P0004474,Product 4474,Description of Product 4474,564.28,Kitchen,1003,1001,Color:Red;Size:S;Material:Wood,Sony,Electronics;Living Room
P0004475,Product 4475,Description of Product 4475,248.42,Toys,1005,,Color:White;Size:L,Sony,Kitchen;Gadgets
P0004476,Product 4476,Description of Product 4476,142.07,Kitchen,1003,1001,Color:Black;Size:S;Material:Plastic,Samsung,Furniture;Living Room
P0004477,Product 4477,Description of Product 4477,75.62,Books,1006,1003,Color:Blue;Size:S,Sony,Living Room;Home
P0004478,Product 4478,Description of Product 4478,989.31,Furniture,1004,1003,Color:White;Size:S;Material:Wood,Panasonic,Home;Utensils
P0004479,Product 4479,Description of Product 4479,13.21,Books,1006,1002,Color:Black;Size:L,Ikea,Furniture;Electronics
P0004480,Product 4480,Description of Product 4480,48.66,Books,1006,1003,Color:White;Size:S,Sony,Utensils;Electronics
P0004481,Product 4481,Description of Product 4481,771.49,Toys,1005,,Color:Red;Size:S,LG,Furniture;Kitchen
P0004482,Product 4482,Description of Product 4482,877.91,Home Appliances,1002,1001,Color:Brown;Size:XL;Voltage:110V,Sony,Gadgets;Home
P0004483,Product 4483,Description of Product 4483,441.09,Electronics,1001,1004,Color:White;Size:XL,Ikea,Smartphones;Home
P0004484,Product 4484,Description of Product 4484,568.5,Toys,1005,,Color:Blue;Size:M,Panasonic,Gadgets;Electronics
P0004485,Product 4485,Description of Product 4485,143.59,Home Appliances,1002,1001,Color:Black;Size:XL;Voltage:220V,LG,Living Room;Kitchen
P0004486,Product 4486,Description of Product 4486,394.68,Furniture,1004,1005,Color:Red;Size:XL;Material:Plastic,Panasonic,Gadgets;Furniture
P0004487,Product 4487,Description of Product 4487,863.82,Electronics,1001,,Color:White;Size:L,Philips,Gadgets;Electronics
P0004488,Product 4488,Description of Product 4488,785.02,Toys,1005,,Color:Brown;Size:L,Philips,Gadgets;Home
P0004489,Product 4489,Description of Product 4489,481.45,Furniture,1004,1002,Color:Brown;Size:S;Material:Wood,Ikea,Kitchen;Furniture
P0004490,Product 4490,Description of Product 4490,950.06,Furniture,1004,,Color:Black;Size:S;Material:Steel,Philips,Smartphones;Furniture
P0004491,Product 4491,Description of Product 4491,885.95,Books,1006,1004,Color:Brown;Size:L,Samsung,Electronics;Living Room
P0004492,Product 4492,Description of Product 4492,649.1,Kitchen,1003,1002,Color:Brown;Size:XL;Material:Wood,Ikea,Kitchen;Home
P0004493,Product 4493,Description of Product 4493,551.66,Kitchen,1003,,Color:Black;Size:L;Material:Plastic,Panasonic,Living Room;Home
P0004494,Product 4494,Description of Product 4494,566.93,Kitchen,1003,1005,Color:White;Size:M;Material:Steel,Ikea,Kitchen;Gadgets
P0004495,Product 4495,Description of Product 4495,892.28,Toys,1005,1005,Color:Blue;Size:S,LG,Furniture;Electronics
P0004496,Product 4496,Description of Product 4496,987.54,Furniture,1004,1004,Color:White;Size:L;Material:Steel,Samsung,Living Room;Gadgets
P0004497,Product 4497,Description of Product 4497,877.33,Kitchen,1003,,Color:Blue;Size:L;Material:Steel,Ikea,Gadgets;Smartphones
P0004498,Product 4498,Description of Product 4498,292.69,Kitchen,1003,,Color:Red;Size:L;Material:Steel,Sony,Living Room;Electronics
P0004499,Product 4499,Description of Product 4499,299.44,Electronics,1001,1003,Color:Blue;Size:S,Sony,Smartphones;Living Room
P0004500,Product 4500,Description of Product 4500,428.2,Kitchen,1003,,Color:Black;Size:XL;Material:Wood,Philips,Home;Kitchen
P0004501,Product 4501,Description of Product 4501,383.92,Kitchen,1003,1001,Color:White;Size:S;Material:Plastic,LG,Electronics;Utensils
P0004502,Product 4502,Description of Product 4502,343.61,Toys,1005,1001,Color:Black;Size:L,Panasonic,Electronics;Kitchen
P0004503,Product 4503,Description of Product 4503,249.43,Electronics,1001,1004,Color:Black;Size:S,Samsung,Kitchen;Furniture
P0004504,Product 4504,Description of Product 4504,700.1,Toys,1005,1002,Color:White;Size:M,Ikea,Smartphones;Kitchen
P0004505,Product 4505,Description of Product 4505,790.58,Electronics,1001,1002,Color:White;Size:XL,Sony,Electronics;Home
P0004506,Product 4506,Description of Product 4506,970.77,Electronics,1001,1001,Color:Black;Size:XL,Panasonic,Utensils;Electronics
P0004507,Product 4507,Description of Product 4507,41.39,Home Appliances,1002,1005,Color:Black;Size:XL;Voltage:220V,LG,Kitchen;Smartphones
P0004508,Product 4508,Description of Product 4508,345.79,Electronics,1001,1003,Color:Black;Size:L,LG,Kitchen;Gadgets
P0004509,Product 4509,Description of Product 4509,568.14,Toys,1005,1004,Color:White;Size:M,Philips,Gadgets;Utensils
P0004510,Product 4510,Description of Product 4510,197.34,Furniture,1004,1005,Color:White;Size:M;Material:Steel,Philips,Kitchen;Gadgets
P0004511,Product 4511,Description of Product 4511,419.69,Kitchen,1003,,Color:Red;Size:L;Material:Steel,Philips,Utensils;Electronics
P0004512,Product 4512,Description of Product 4512,218.53,Furniture,1004,1005,Color:Brown;Size:XL;Material:Wood,Philips,Utensils;Gadgets
P0004513,Product 4513,Description of Product 4513,814.89,Electronics,1001,1001,Color:Blue;Size:S,Philips,Living Room;Gadgets
P0004514,Product 4514,Description of Product 4514,368.94,Electronics,1001,1003,Color:Black;Size:XL,Panasonic,Gadgets;Utensils
P0004515,Product 4515,Description of Product 4515,684.11,Furniture,1004,1003,Color:Black;Size:S;Material:Steel,Philips,Utensils;Furniture
P0004516,Product 4516,Description of Product 4516,921.38,Electronics,1001,1003,Color:Black;Size:S,Panasonic,Furniture;Gadgets
